State,County,TotalPopulation,LowAccess_1MUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_10MRural,LowAccess_LowInc_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_20MRural,LowAccessTotal_HalfM,LowAccess_LowIncTotal_HalfM,LowAccessWhite_HalfM,LowAccessBlack_HalfM,LowAccessAsian_HalfM,LowAccessNHPI_HalfM,LowAccessNAAN_HalfM,LowAccessOther_HalfM,LowAccessHispLatam_HalfM,LowAccessSNAP_HalfM,LowAccessWhite_1M,LowAccessBlack_1M,LowAccessAsian_1M,LowAccessNHPI_1M,LowAccessNAAN_1M,LowAccessOther_1M,LowAccessHispLatam_1M,LowAccessSNAP_1M,LowAccessWhite_10M,LowAccessBlack_10M,LowAccessAsian_10M,LowAccessNHPI_10M,LowAccessNAAN_10M,LowAccessOther_10M,LowAccessHispLatam_10M,LowAccessSNAP_10M,TotalPopulationWhite,TotalPopulationBlack,TotalPopulationAsian,TotalPopulationNHPI,TotalPopulationNAAN,TotalPopulationOther,TotalPopulationHispanicLatam,TotalPopulationSnapBenefits,,
Georgia,Houston County," 139,900 "," 24,489 "," 47,274 "," 24,489 "," 6,992 "," 15,268 "," 6,992 "," 59,744 "," 19,056 "," 39,114 "," 16,103 "," 1,419 ", 59 , 196 ," 2,853 "," 3,288 "," 2,972 "," 24,867 "," 8,221 ", 753 , 22 , 113 ," 1,558 "," 1,798 "," 1,512 ", -   , -   , -   , -   , -   , -   , -   , -   ," 88,626 "," 39,998 "," 3,403 ", 185 , 384 , 769 ," 2,691 "," 3,418 ",,
Georgia,Irwin County," 9,538 ", 292 , 292 , -   , 135 , 135 , -   ," 4,290 "," 1,994 "," 3,207 ", 973 , 24 , -   , -   , 85 , 109 , 264 ," 2,850 ", 414 , 17 , -   , -   , 65 , 94 , 200 , 257 , 26 , 9 , -   , -   , 10 , 24 , 38 ," 6,811 "," 2,472 ", 61 , -   , 10 , 19 , 68 , 303 ,,
Georgia,Jackson County," 60,485 "," 9,907 "," 12,412 "," 9,907 "," 2,829 "," 3,558 "," 2,829 "," 28,793 "," 8,737 "," 24,970 "," 1,978 ", 488 , 5 , 60 ," 1,292 "," 1,754 "," 1,246 "," 22,646 "," 1,697 ", 430 , 4 , 54 ," 1,185 "," 1,573 "," 1,122 ", -   , -   , -   , -   , -   , -   , -   , -   ," 52,496 "," 4,103 "," 1,033 ", 13 , 142 , 284 , 994 ," 1,433 ",,
Georgia,Jasper County," 13,900 ", 197 , 197 , -   , 79 , 79 , -   ," 6,679 "," 3,087 "," 4,999 "," 1,396 ", 14 , 1 , 27 , 242 , 245 , 497 ," 4,749 "," 1,147 ", 13 , 1 , 25 , 220 , 209 , 457 , 178 , 10 , 2 , -   , 2 , 13 , 11 , 33 ," 10,271 "," 3,037 ", 30 , 1 , 28 , 56 , 196 , 572 ,,
Georgia,Jeff Davis County," 15,068 "," 2,874 "," 3,577 "," 2,270 "," 1,358 "," 1,722 "," 1,048 "," 6,995 "," 3,690 "," 5,300 "," 1,060 ", 33 , -   , 17 , 585 , 731 , 445 ," 4,652 ", 707 , 25 , -   , 15 , 503 , 621 , 375 , 543 , 43 , 1 , -   , 1 , 33 , 26 , 76 ," 11,463 "," 2,224 ", 70 , -   , 66 , 131 , 459 , 512 ,,
Georgia,Jefferson County," 16,930 ", 63 , 63 , -   , 27 , 27 , -   ," 6,952 "," 3,445 "," 3,140 "," 3,603 ", 28 , -   , 8 , 174 , 222 , 639 ," 2,704 "," 2,205 ", 18 , -   , 6 , 142 , 180 , 457 , 33 , 28 , 4 , -   , -   , 0 , -   , 9 ," 7,206 "," 9,213 ", 68 , 2 , 22 , 44 , 154 , 735 ,,
Georgia,Jenkins County," 8,340 ", 39 , 39 , -   , 24 , 24 , -   ," 3,273 "," 1,774 "," 2,027 "," 1,069 ", 15 , 2 , 12 , 148 , 159 , 327 ," 1,719 ", 737 , 13 , 2 , 11 , 124 , 132 , 246 , 36 , 3 , -   , -   , -   , 1 , -   , 8 ," 4,579 "," 3,380 ", 36 , 4 , 17 , 34 , 119 , 376 ,,
Georgia,Johnson County," 9,980 "," 1,113 "," 1,113 ", -   , 551 , 551 , -   ," 4,515 "," 1,693 "," 2,967 "," 1,466 ", 7 , 1 , 9 , 64 , 86 , 306 ," 2,713 "," 1,268 ", 7 , 1 , 7 , 59 , 81 , 260 , 967 , 112 , 3 , -   , 2 , 62 , 64 , 175 ," 6,301 "," 3,489 ", 22 , 3 , 8 , 17 , 58 , 352 ,,
Georgia,Jones County," 28,669 "," 4,771 "," 6,658 "," 4,636 "," 1,771 "," 2,456 "," 1,711 "," 13,703 "," 4,674 "," 10,051 "," 3,330 ", 89 , 1 , 31 , 200 , 151 , 770 ," 8,819 "," 2,699 ", 81 , 1 , 27 , 172 , 131 , 657 , 104 , 30 , 0 , -   , -   , 3 , 5 , 26 ," 20,989 "," 7,008 ", 187 , 3 , 24 , 48 , 169 , 886 ,,
Georgia,Lamar County," 18,317 "," 2,055 "," 2,961 "," 2,055 ", 835 ," 1,292 ", 835 ," 7,867 "," 3,110 "," 5,428 "," 2,198 ", 30 , 1 , 20 , 190 , 141 , 369 ," 4,693 "," 1,332 ", 25 , 0 , 17 , 152 , 118 , 258 , -   , -   , -   , -   , -   , -   , -   , -   ," 12,098 "," 5,650 ", 72 , 2 , 25 , 50 , 173 , 424 ,,
Georgia,Lanier County," 10,078 ", 35 , 35 , -   , 12 , 12 , -   ," 4,479 "," 2,127 "," 3,177 "," 1,064 ", 38 , 1 , 25 , 173 , 191 , 290 ," 2,702 ", 498 , 27 , 1 , 24 , 143 , 165 , 218 , 32 , 2 , -   , -   , 0 , 1 , 0 , 4 ," 7,118 "," 2,390 ", 103 , 3 , 23 , 46 , 162 , 334 ,,
Georgia,Laurens County," 48,434 "," 4,705 "," 8,232 "," 3,945 "," 2,352 "," 4,504 "," 2,041 "," 22,025 "," 11,110 "," 13,513 "," 7,738 ", 188 , 2 , 45 , 538 , 529 ," 1,628 "," 11,885 "," 4,849 ", 92 , 2 , 37 , 434 , 443 ," 1,121 ", 557 , 187 , 5 , 1 , 7 , 21 , 27 , 71 ," 29,355 "," 17,324 ", 483 , 4 , 63 , 127 , 444 ," 1,872 ",,
Georgia,Lee County," 28,298 "," 4,649 "," 5,679 "," 4,644 ", 963 ," 1,111 ", 961 ," 12,935 "," 3,576 "," 10,051 "," 2,300 ", 292 , 9 , 33 , 250 , 251 , 464 ," 7,714 "," 1,640 ", 216 , 7 , 21 , 190 , 177 , 344 , 6 , 1 , -   , -   , -   , 0 , 0 , 1 ," 21,763 "," 5,268 ", 617 , 19 , 32 , 63 , 221 , 534 ,,
Georgia,Liberty County," 63,453 "," 10,122 "," 17,803 "," 9,930 "," 5,476 "," 8,784 "," 5,416 "," 27,430 "," 12,708 "," 13,035 "," 11,543 ", 504 , 167 , 157 ," 2,025 "," 2,629 "," 1,443 "," 9,252 "," 7,155 ", 254 , 85 , 113 ," 1,244 "," 1,598 ", 949 , 185 , 3 , -   , -   , -   , 9 , 2 , 21 ," 29,881 "," 26,805 "," 1,247 ", 392 , 256 , 513 ," 1,795 "," 1,660 ",,
Georgia,Lincoln County," 7,996 ", 224 , 224 , -   , 75 , 75 , -   ," 3,725 "," 1,607 "," 2,437 "," 1,208 ", 14 , 0 , 14 , 52 , 45 , 236 ," 2,238 ", 965 , 9 , 0 , 11 , 47 , 41 , 207 , 179 , 39 , 4 , -   , 4 , 5 , 2 , 32 ," 5,257 "," 2,570 ", 32 , 1 , 7 , 14 , 48 , 271 ,,
Georgia,Long County," 14,464 ", 54 , 54 , -   , 19 , 19 , -   ," 6,859 "," 2,826 "," 4,256 "," 1,736 ", 56 , 27 , 43 , 740 , 876 , 434 ," 3,920 "," 1,558 ", 53 , 26 , 42 , 721 , 856 , 409 , 51 , 0 , -   , 1 , -   , 6 , 2 , 7 ," 9,026 "," 3,647 ", 115 , 56 , 81 , 162 , 567 , 499 ,,
Georgia,Lowndes County," 109,233 "," 9,209 "," 23,160 "," 9,168 "," 4,516 "," 13,257 "," 4,501 "," 45,763 "," 21,446 "," 27,769 "," 15,282 ", 613 , 50 , 172 ," 1,878 "," 2,184 "," 2,940 "," 19,949 "," 7,271 ", 376 , 38 , 116 ," 1,264 "," 1,506 "," 1,497 ", 35 , 7 , -   , -   , -   , -   , 4 , 6 ," 63,485 "," 39,142 "," 1,591 ", 122 , 245 , 489 ," 1,713 "," 3,381 ",,
Georgia,Lumpkin County," 29,966 ", 112 , 112 , -   , 39 , 39 , -   ," 14,494 "," 5,296 "," 13,730 ", 137 , 68 , 13 , 87 , 460 , 623 , 714 ," 12,478 ", 95 , 47 , 11 , 82 , 416 , 544 , 677 , 104 , 4 , 3 , 1 , -   , 4 , 4 , 10 ," 28,277 ", 340 , 138 , 27 , 59 , 118 , 414 , 821 ,,
Georgia,Macon County," 14,740 ", 32 , 32 , -   , 16 , 16 , -   ," 6,456 "," 3,175 "," 2,346 "," 3,824 ", 85 , 10 , 20 , 172 , 244 , 553 ," 1,942 "," 2,658 ", 71 , 9 , 16 , 141 , 211 , 377 , 15 , 11 , 9 , -   , -   , 1 , 3 , 7 ," 5,177 "," 8,933 ", 195 , 20 , 21 , 42 , 145 , 636 ,,
Georgia,Madison County," 28,120 ", 328 , 328 , -   , 212 , 212 , -   ," 13,723 "," 5,642 "," 12,017 "," 1,154 ", 88 , 0 , 36 , 427 , 547 , 712 ," 11,364 "," 1,060 ", 84 , -   , 35 , 372 , 475 , 667 , 265 , 59 , 2 , -   , 2 , 5 , 3 , 50 ," 24,634 "," 2,355 ", 178 , 1 , 48 , 95 , 333 , 819 ,,
Georgia,Marion County," 8,742 ", 0 , 0 , -   , 0 , 0 , -   ," 4,239 "," 1,759 "," 2,551 "," 1,381 ", 36 , 7 , 22 , 243 , 279 , 337 ," 2,365 "," 1,211 ", 29 , 6 , 21 , 234 , 253 , 302 , 0 , 0 , -   , -   , -   , 0 , 0 , 0 ," 5,254 "," 2,856 ", 78 , 13 , 27 , 54 , 189 , 387 ,,
Georgia,McDuffie County," 21,875 ", 86 , 86 , -   , 18 , 18 , -   ," 9,786 "," 4,558 "," 5,852 "," 3,641 ", 31 , 6 , 30 , 226 , 216 , 830 ," 5,129 "," 2,177 ", 27 , 6 , 24 , 183 , 183 , 594 , 82 , 5 , -   , -   , 0 , 0 , 3 , 8 ," 12,518 "," 8,706 ", 76 , 15 , 28 , 56 , 196 , 955 ,,
Georgia,McIntosh County," 14,333 "," 1,138 "," 2,014 ", 933 , 425 , 896 , 379 ," 6,737 "," 2,659 "," 4,134 "," 2,427 ", 21 , 4 , 25 , 126 , 108 , 501 ," 3,531 "," 1,980 ", 15 , 2 , 22 , 108 , 91 , 398 , 157 , 45 , 3 , -   , 0 , 5 , 4 , 26 ," 8,811 "," 5,149 ", 45 , 10 , 16 , 32 , 111 , 576 ,,
Georgia,Meriwether County," 21,992 ", 361 , 361 , -   , 134 , 134 , -   ," 10,075 "," 4,653 "," 5,951 "," 3,847 ", 40 , 1 , 34 , 201 , 168 , 833 ," 5,315 "," 2,734 ", 28 , 1 , 32 , 174 , 143 , 636 , 206 , 144 , 0 , -   , 6 , 14 , 15 , 38 ," 12,741 "," 8,605 ", 141 , 2 , 25 , 50 , 176 , 958 ,,
Georgia,Miller County," 6,125 ", 12 , 12 , -   , 4 , 4 , -   ," 2,502 "," 1,022 "," 1,793 ", 660 , 5 , -   , 7 , 37 , 29 , 179 ," 1,669 ", 487 , 5 , -   , 7 , 37 , 27 , 148 , 12 , 0 , -   , -   , -   , 0 , -   , 1 ," 4,266 "," 1,720 ", 28 , -   , 6 , 11 , 39 , 205 ,,
Georgia,Mitchell County," 23,498 "," 2,443 "," 3,471 "," 2,273 ", 933 ," 1,410 ", 870 ," 9,716 "," 4,845 "," 5,006 "," 4,254 ", 48 , 5 , 33 , 370 , 467 , 778 ," 4,327 "," 2,715 ", 34 , 5 , 27 , 238 , 336 , 562 , 151 , 21 , -   , -   , 0 , 7 , 14 , 36 ," 11,264 "," 11,219 ", 122 , 10 , 44 , 88 , 309 , 895 ,,
Georgia,Monroe County," 26,424 ", 454 , 454 , -   , 189 , 189 , -   ," 12,678 "," 4,308 "," 9,434 "," 2,866 ", 103 , 2 , 34 , 240 , 258 , 442 ," 8,857 "," 2,265 ", 85 , 2 , 31 , 207 , 227 , 367 , 323 , 117 , 6 , 1 , 5 , 15 , 8 , 30 ," 19,365 "," 6,268 ", 214 , 4 , 29 , 57 , 201 , 508 ,,
Georgia,Montgomery County," 9,123 ", 555 , 555 , -   , 184 , 184 , -   ," 4,197 "," 1,730 "," 2,928 "," 1,070 ", 13 , 1 , 3 , 183 , 224 , 289 ," 2,584 ", 888 , 7 , 1 , 3 , 148 , 189 , 240 , 373 , 159 , 3 , -   , -   , 42 , 39 , 72 ," 6,291 "," 2,397 ", 26 , 1 , 20 , 41 , 143 , 332 ,,
Georgia,Morgan County," 17,868 "," 3,092 "," 3,508 "," 2,821 ", 981 ," 1,151 ", 920 ," 8,543 "," 2,488 "," 6,297 "," 1,934 ", 47 , -   , 26 , 240 , 231 , 452 ," 5,993 "," 1,811 ", 40 , -   , 25 , 220 , 213 , 428 , 224 , 37 , -   , -   , 1 , 20 , 9 , 29 ," 12,984 "," 4,208 ", 106 , -   , 29 , 57 , 200 , 520 ,,
Georgia,Murray County," 39,628 "," 3,484 "," 5,008 "," 3,158 "," 1,302 "," 2,003 "," 1,172 "," 18,524 "," 8,019 "," 16,550 ", 110 , 50 , 12 , 77 ," 1,725 "," 2,363 "," 1,058 "," 14,574 ", 81 , 40 , 10 , 66 ," 1,365 "," 1,858 ", 908 , 315 , 0 , 2 , -   , 5 , 14 , 18 , 45 ," 35,320 ", 245 , 116 , 25 , 196 , 392 ," 1,373 "," 1,216 ",,
Georgia,Muscogee County," 189,885 "," 28,701 "," 68,870 "," 28,701 "," 9,862 "," 28,817 "," 9,862 "," 68,870 "," 28,817 "," 32,415 "," 30,903 "," 1,584 ", 154 , 272 ," 3,541 "," 4,107 "," 4,897 "," 14,565 "," 11,559 ", 827 , 71 , 130 ," 1,549 "," 1,847 "," 1,292 ", 20 , 0 , -   , -   , -   , -   , -   , 0 ," 87,870 "," 86,403 "," 4,128 ", 431 , 553 ," 1,105 "," 3,869 "," 5,632 ",,
Georgia,Newton County," 99,958 "," 16,798 "," 25,485 "," 16,249 "," 7,180 "," 10,936 "," 6,897 "," 46,170 "," 17,144 "," 25,444 "," 18,378 ", 418 , 15 , 109 ," 1,806 "," 1,997 "," 2,956 "," 22,018 "," 13,394 ", 327 , 14 , 89 ," 1,405 "," 1,528 "," 2,231 ", 456 , 72 , 3 , 1 , 6 , 33 , 22 , 57 ," 53,754 "," 40,878 ", 906 , 37 , 219 , 438 ," 1,534 "," 3,399 ",,
Georgia,Oconee County," 32,808 "," 3,660 "," 3,893 "," 3,407 ", 558 , 602 , 523 ," 15,578 "," 2,512 "," 13,826 ", 749 , 498 , 2 , 22 , 480 , 634 , 237 ," 12,265 ", 624 , 437 , 2 , 20 , 363 , 481 , 188 , 233 , 13 , 3 , 0 , -   , 11 , 9 , 6 ," 29,004 "," 1,635 "," 1,022 ", 5 , 57 , 114 , 400 , 273 ,,
Georgia,Oglethorpe County," 14,899 ", 388 , 388 , -   , 187 , 187 , -   ," 7,403 "," 3,004 "," 5,797 "," 1,272 ", 32 , 1 , 17 , 283 , 272 , 405 ," 5,694 "," 1,224 ", 32 , 1 , 17 , 278 , 271 , 395 , 256 , 112 , 13 , -   , 1 , 27 , 24 , 43 ," 11,662 "," 2,566 ", 65 , 2 , 30 , 60 , 211 , 466 ,,
Georgia,Paulding County," 142,324 "," 34,602 "," 45,876 "," 34,602 "," 9,619 "," 12,593 "," 9,619 "," 64,589 "," 18,060 "," 50,604 "," 10,665 ", 541 , 30 , 185 ," 2,563 "," 3,220 "," 2,037 "," 39,822 "," 8,332 ", 400 , 24 , 146 ," 1,993 "," 2,449 "," 1,586 ", -   , -   , -   , -   , -   , -   , -   , -   ," 110,517 "," 24,321 "," 1,271 ", 67 , 307 , 615 ," 2,152 "," 2,343 ",,
Georgia,Peach County," 27,695 "," 3,889 "," 4,797 "," 3,889 "," 1,460 "," 1,718 "," 1,460 "," 12,486 "," 5,305 "," 6,530 "," 5,180 ", 108 , 4 , 32 , 633 , 933 ," 1,003 "," 5,586 "," 3,418 ", 82 , 4 , 23 , 541 , 842 , 770 , -   , -   , -   , -   , -   , -   , -   , -   ," 13,383 "," 12,715 ", 223 , 8 , 68 , 137 , 478 ," 1,153 ",,
Georgia,Pickens County," 29,431 "," 2,598 "," 3,109 "," 2,598 ", 841 ," 1,066 ", 841 ," 14,455 "," 4,385 "," 13,846 ", 153 , 58 , 4 , 39 , 356 , 386 , 658 ," 13,181 ", 146 , 57 , 4 , 35 , 296 , 316 , 618 , -   , -   , -   , -   , -   , -   , -   , -   ," 28,171 ", 312 , 119 , 7 , 41 , 82 , 288 , 757 ,,
Georgia,Pierce County," 18,758 ", 834 , 834 , -   , 319 , 319 , -   ," 8,593 "," 3,590 "," 7,647 ", 588 , 27 , 6 , 35 , 290 , 413 , 589 ," 6,929 ", 398 , 18 , 6 , 29 , 273 , 389 , 513 , 743 , 44 , 4 , -   , 15 , 75 , 106 , 108 ," 16,293 "," 1,666 ", 59 , 12 , 36 , 73 , 255 , 677 ,,
Georgia,Pike County," 17,869 ", 2 , 2 , -   , 0 , 0 , -   ," 8,777 "," 2,402 "," 7,699 ", 876 , 27 , 0 , 21 , 153 , 91 , 388 ," 7,445 ", 836 , 24 , 0 , 19 , 150 , 88 , 378 , 2 , -   , -   , -   , -   , -   , -   , 0 ," 15,606 "," 1,837 ", 56 , 1 , 18 , 37 , 129 , 447 ,,
Georgia,Polk County," 41,475 "," 5,021 "," 5,695 "," 5,014 "," 2,520 "," 2,936 "," 2,517 "," 18,681 "," 8,223 "," 14,395 "," 2,368 ", 127 , 17 , 54 ," 1,720 "," 2,162 "," 1,326 "," 12,108 "," 1,698 ", 87 , 9 , 36 ," 1,139 "," 1,386 "," 1,080 ", 7 , -   , -   , -   , -   , -   , -   , 1 ," 31,974 "," 5,190 ", 281 , 36 , 200 , 399 ," 1,398 "," 1,525 ",,
Georgia,Pulaski County," 12,010 ", 221 , 221 , -   , 97 , 97 , -   ," 5,481 "," 2,249 "," 3,700 "," 1,542 ", 50 , 2 , 18 , 169 , 220 , 437 ," 3,198 "," 1,243 ", 36 , 2 , 16 , 149 , 203 , 367 , 150 , 55 , 12 , -   , 5 , 14 , 19 , 47 ," 7,679 "," 3,824 ", 105 , 5 , 20 , 40 , 139 , 502 ,,
Georgia,Putnam County," 21,218 "," 1,641 "," 2,945 "," 1,512 "," 1,008 "," 1,784 ", 929 ," 9,918 "," 4,093 "," 6,863 "," 2,469 ", 50 , 6 , 17 , 514 , 621 , 520 ," 6,497 "," 1,622 ", 46 , 2 , 17 , 400 , 489 , 432 , 118 , 4 , 1 , -   , -   , 11 , 3 , 17 ," 14,408 "," 5,522 ", 107 , 18 , 58 , 116 , 407 , 598 ,,
Georgia,Quitman County," 2,513 ", 38 , 38 , -   , 17 , 17 , -   ," 1,256 ", 561 , 645 , 602 , 1 , -   , 2 , 6 , 17 , 165 , 644 , 602 , 1 , -   , 2 , 6 , 17 , 164 , 20 , 17 , -   , -   , 1 , 2 , 1 , 11 ," 1,290 "," 1,204 ", 2 , -   , 1 , 2 , 6 , 189 ,,
Georgia,Rabun County," 16,276 ", 48 , 48 , -   , 7 , 7 , -   ," 7,337 "," 3,121 "," 6,892 ", 70 , 57 , 3 , 29 , 287 , 470 , 441 ," 5,907 ", 57 , 45 , 3 , 27 , 187 , 284 , 369 , 48 , -   , 0 , -   , -   , -   , 1 , 3 ," 15,185 ", 156 , 116 , 8 , 41 , 81 , 284 , 508 ,,
Georgia,Randolph County," 7,719 "," 1,303 "," 2,334 "," 1,144 ", 711 ," 1,333 ", 613 ," 3,123 "," 1,777 "," 1,349 "," 1,725 ", 10 , -   , 2 , 37 , 46 , 389 ," 1,073 ", 985 , 5 , -   , 1 , 29 , 28 , 255 , 83 , 76 , -   , -   , -   , 3 , 6 , 35 ," 2,827 "," 4,769 ", 23 , -   , 5 , 10 , 35 , 447 ,,
Georgia,Richmond County," 200,549 "," 47,707 "," 78,515 "," 47,707 "," 21,101 "," 36,297 "," 21,101 "," 85,951 "," 39,327 "," 34,184 "," 46,613 "," 1,375 ", 170 , 287 ," 3,322 "," 3,484 "," 6,808 "," 22,733 "," 28,057 ", 871 , 127 , 196 ," 2,233 "," 2,385 "," 4,017 ", -   , -   , -   , -   , -   , -   , -   , -   ," 79,624 "," 108,633 "," 3,331 ", 400 , 428 , 856 ," 2,996 "," 7,829 ",,
Georgia,Rockdale County," 85,215 "," 16,880 "," 27,295 "," 16,880 "," 5,684 "," 9,541 "," 5,684 "," 37,412 "," 13,379 "," 17,421 "," 16,710 ", 666 , 21 , 111 ," 2,484 "," 3,542 "," 1,567 "," 12,580 "," 11,165 ", 445 , 13 , 84 ," 1,763 "," 2,639 ", 938 , -   , -   , -   , -   , -   , -   , -   , -   ," 38,187 "," 39,559 "," 1,516 ", 56 , 295 , 590 ," 2,064 "," 1,802 ",,
Georgia,Schley County," 5,010 ", 13 , 13 , -   , 7 , 7 , -   ," 2,168 ", 945 ," 1,656 ", 435 , 16 , -   , 1 , 60 , 65 , 182 ," 1,345 ", 261 , 12 , -   , 1 , 43 , 46 , 129 , 9 , 3 , 0 , -   , -   , 1 , -   , 3 ," 3,658 "," 1,169 ", 36 , -   , 7 , 15 , 51 , 209 ,,
Georgia,Screven County," 14,593 "," 1,531 "," 1,531 ", -   , 712 , 712 , -   ," 6,465 "," 3,014 "," 3,551 "," 2,785 ", 20 , -   , 19 , 90 , 74 , 494 ," 3,300 "," 2,424 ", 13 , -   , 18 , 84 , 66 , 443 , 847 , 652 , 5 , -   , 9 , 52 , 53 , 233 ," 7,965 "," 6,318 ", 57 , 1 , 13 , 25 , 88 , 568 ,,
Georgia,Seminole County," 8,729 ", 612 ," 1,143 ", 310 , 286 , 583 , 184 ," 3,571 "," 1,634 "," 2,488 ", 998 , 8 , -   , 6 , 71 , 86 , 259 ," 2,298 ", 666 , 6 , -   , 5 , 58 , 71 , 209 , 277 , 20 , 0 , -   , 1 , 10 , 8 , 44 ," 5,594 "," 2,916 ", 35 , -   , 9 , 18 , 64 , 298 ,,
Georgia,Spalding County," 64,073 "," 8,443 "," 14,881 "," 8,443 "," 4,054 "," 7,677 "," 4,054 "," 26,925 "," 11,950 "," 18,373 "," 7,435 ", 230 , 12 , 87 , 787 , 934 ," 1,859 "," 15,122 "," 4,366 ", 172 , 11 , 56 , 515 , 629 ," 1,317 ", -   , -   , -   , -   , -   , -   , -   , -   ," 40,148 "," 21,030 ", 574 , 34 , 114 , 229 , 800 ," 2,138 ",,
Georgia,Stephens County," 26,175 "," 1,359 "," 2,628 "," 1,359 ", 698 ," 1,499 ", 698 ," 11,882 "," 4,961 "," 10,177 "," 1,241 ", 73 , 7 , 30 , 354 , 278 ," 1,023 "," 8,531 ", 820 , 55 , 7 , 27 , 273 , 225 , 795 , -   , -   , -   , -   , -   , -   , -   , -   ," 22,286 "," 2,845 ", 178 , 15 , 43 , 85 , 298 ," 1,176 ",,
Georgia,Stewart County," 6,058 ", 563 , 563 , -   , 353 , 353 , -   ," 2,709 "," 1,483 ", 749 ," 1,218 ", 21 , 1 , 4 , 717 , 721 , 187 , 657 , 942 , 19 , 1 , 4 , 709 , 712 , 156 , 263 , 289 , 1 , 1 , 1 , 19 , 14 , 116 ," 1,696 "," 2,864 ", 44 , 1 , 73 , 145 , 509 , 215 ,,
Georgia,Sumter County," 32,819 "," 1,611 "," 3,382 "," 1,534 ", 856 ," 1,835 ", 822 ," 14,187 "," 7,011 "," 6,453 "," 6,856 ", 200 , 10 , 46 , 622 , 763 ," 1,173 "," 5,088 "," 3,806 ", 106 , 9 , 28 , 430 , 524 , 705 , 52 , 21 , 6 , -   , 0 , 2 , 6 , 12 ," 13,852 "," 17,001 ", 421 , 21 , 76 , 152 , 533 ," 1,349 ",,
Georgia,Talbot County," 6,865 ", 980 , 980 , -   , 552 , 552 , -   ," 3,433 "," 1,546 "," 1,340 "," 2,033 ", 5 , -   , 9 , 47 , 45 , 237 ," 1,329 "," 1,972 ", 5 , -   , 9 , 47 , 45 , 234 , 255 , 713 , 2 , -   , 2 , 21 , 33 , 177 ," 2,679 "," 4,065 ", 9 , -   , 6 , 11 , 39 , 273 ,,
Georgia,Taliaferro County," 1,717 ", 784 , 784 , -   , 407 , 407 , -   , 858 , 448 , 320 , 512 , 6 , -   , 1 , 20 , 17 , 94 , 320 , 512 , 6 , -   , 1 , 20 , 17 , 94 , 284 , 476 , 11 , -   , 2 , 36 , 34 , 172 , 640 ," 1,024 ", 11 , -   , 2 , 4 , 15 , 108 ,,
Georgia,Tattnall County," 25,520 "," 1,714 "," 2,474 "," 1,415 ", 825 ," 1,283 ", 705 ," 11,596 "," 5,425 "," 7,397 "," 3,205 ", 36 , 8 , 41 , 909 ," 1,196 ", 802 ," 6,430 "," 2,482 ", 27 , 4 , 35 , 841 ," 1,099 ", 685 , 271 , 22 , -   , -   , 2 , 11 , 11 , 66 ," 15,991 "," 7,465 ", 99 , 17 , 97 , 195 , 682 , 923 ,,
Georgia,Taylor County," 8,906 ", 187 , 187 , -   , 97 , 97 , -   ," 3,781 "," 1,899 "," 2,150 "," 1,543 ", 28 , -   , 3 , 57 , 62 , 367 ," 1,825 "," 1,047 ", 19 , -   , 3 , 52 , 50 , 278 , 87 , 94 , 9 , -   , 1 , 3 , 7 , 19 ," 5,208 "," 3,503 ", 57 , -   , 7 , 14 , 48 , 422 ,,
Georgia,Telfair County," 16,500 "," 3,086 "," 4,837 "," 2,478 "," 1,832 "," 2,906 "," 1,576 "," 6,337 "," 3,583 "," 3,892 "," 1,986 ", 39 , 1 , 11 , 409 , 930 , 396 ," 2,857 "," 1,000 ", 24 , -   , 10 , 333 , 832 , 236 , 432 , 149 , 1 , -   , -   , 52 , 69 , 93 ," 9,398 "," 6,017 ", 96 , 4 , 49 , 99 , 345 , 455 ,,
Georgia,Terrell County," 9,315 ", 371 ," 1,030 ", 320 , 125 , 484 , 105 ," 3,639 "," 1,834 "," 1,601 "," 1,968 ", 12 , 1 , 8 , 49 , 50 , 393 ," 1,301 "," 1,034 ", 6 , 1 , 8 , 25 , 28 , 232 , 29 , 20 , 4 , -   , -   , 2 , 0 , 11 ," 3,407 "," 5,700 ", 29 , 1 , 9 , 18 , 62 , 452 ,,
Georgia,Thomas County," 44,720 "," 6,316 "," 9,918 "," 5,965 "," 2,777 "," 4,417 "," 2,646 "," 20,384 "," 9,074 "," 12,070 "," 7,610 ", 135 , 3 , 87 , 479 , 576 ," 1,653 "," 9,712 "," 5,409 ", 77 , 3 , 72 , 394 , 470 ," 1,315 ", 262 , 77 , 2 , 1 , 7 , 15 , 16 , 54 ," 26,645 "," 16,497 ", 311 , 7 , 63 , 126 , 441 ," 1,901 ",,
Georgia,Tift County," 40,118 "," 3,061 "," 7,067 "," 3,061 "," 1,151 "," 3,295 "," 1,150 "," 16,754 "," 7,059 "," 11,111 "," 4,011 ", 203 , 0 , 38 ," 1,391 "," 1,727 ", 777 ," 8,845 "," 1,584 ", 141 , -   , 32 ," 1,021 "," 1,286 ", 457 , 0 , -   , -   , -   , -   , -   , -   , 0 ," 24,645 "," 11,618 ", 512 , 8 , 167 , 334 ," 1,167 ", 893 ,,
